timestamp,ax,ay,az,gx,gy,gz,activity
30240, 1.000000, 0.448730, -0.414185, 0.732544, 11.901859, 1.586915, -1.831055,right_down
30260, 1.000000, 0.442505, -0.404053, 0.787720, 21.850586, 5.981447, -7.263186,right_down
30280, 1.000000, 0.417969, -0.415649, 0.862183, 35.461426, 5.981447, -13.488773,right_down
30300, 1.000000, 0.416748, -0.302124, 0.909058, 36.254883, -0.366211, -16.723633,right_down
30320, 1.000000, 0.443115, -0.289063, 0.916504, 17.333984, -10.498047, -13.549809,right_down
30340, 1.000000, 0.444214, -0.290283, 0.901489, 7.385256, -20.263672, -10.986328,right_down
30360, 1.000000, 0.455444, -0.277222, 0.840820, -10.009766, -27.709969, -9.765625,right_down
30380, 1.000000, 0.487793, -0.327026, 0.791504, 1.281738, -28.991707, -11.108402,right_down
30400, 1.000000, 0.487183, -0.254028, 0.712402, 11.840824, -28.076180, -13.000492,right_down
30420, 1.000000, 0.470215, -0.195435, 0.562744, 8.422852, -25.207527, -11.962894,right_down
30440, 1.000000, 0.463745, -0.062866, 0.310425, -28.137215, -18.493652, -2.380371,right_down
30460, 1.000000, 0.579468, -0.211914, 0.183838, -68.542480, 6.347658, 10.498047,right_down
30480, 1.000000, 0.574341, -0.387817, 0.177856, -6.286623, 57.128922, 11.962894,right_down
30500, 1.000000, 0.484619, -0.320313, 0.339966, 45.349136, 121.398956, 15.075687,right_down
30520, 1.000000, 0.378540, -0.286011, 0.723877, 85.754395, 167.480469, 13.977055,right_down
30540, 1.000000, 0.226318, -0.118774, 1.189575, 64.941406, 169.860840, 14.526371,right_down
30560, 1.000000, 0.128418, -0.125977, 1.745728, 4.455566, 73.791504, 12.817387,right_down
30580, 1.000000, 0.146118, -0.240723, 1.814941, -20.080566, -10.925293, 6.530764,right_down
30600, 1.000000, 0.161255, -0.233887, 1.628418, -22.094727, -72.998047, -2.929688,right_down
30620, 1.000000, 0.272095, -0.234009, 1.338257, -29.968269, -99.670441, -7.019045,right_down
30640, 1.000000, 0.393311, -0.237427, 1.044800, -17.578125, -98.632843, -9.155273,right_down
30660, 1.000000, 0.493896, -0.212036, 0.787231, -5.798342, -82.702637, -5.371094,right_down
30680, 1.000000, 0.558472, -0.217163, 0.653320, -0.793457, -59.326187, 2.746582,right_down
30700, 1.000000, 0.539307, -0.257446, 0.610962, 6.896975, -35.461426, 7.873537,right_down
